No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
124,bmg2024hija,"2024-04-14T04:23:33,107944Z",-2.24760222434997,120.940040588378,3.06514898494945,M,10,52,40.6660003662109,"Sulawesi, Indonesia",BMKG
125,bmg2024hhzx,"2024-04-13T23:46:52,145717Z",-2.75138592720031,129.390533447265,4.04773670491045,M,10,32,52.3626098632812,"Seram, Indonesia",BMKG
126,bmg2024hhvw,"2024-04-13T21:45:28,525032Z",-2.75313782691955,129.43896484375,3.52112944325049,M,13,30,52.0828247070312,"Seram, Indonesia",BMKG
127,bmg2024hhvj,"2024-04-13T21:30:10,761951Z",-2.78068828582763,129.419387817382,3.45818439266718,M,12,26,55.7085647583007,"Seram, Indonesia",BMKG
128,bmg2024hhtf,"2024-04-13T20:24:06,215647Z",-2.51220965385437,121.236984252929,2.94030122247389,M,10,38,72.5701971054077,"Sulawesi, Indonesia",BMKG
129,bmg2024hhtd,"2024-04-13T20:22:22,988188Z",0.881284654140472,126.143211364746,3.04357232391857,M,10,20,136.706359863281,Northern Molucca Sea,BMKG
130,bmg2024hhta,"2024-04-13T20:17:47,659268Z",-0.562097012996673,120.063072204589,2.00140888126395,M,11,18,147.805252075195,"Minahassa Peninsula, Sulawesi",BMKG
131,bmg2024hhpz,"2024-04-13T18:46:49,790909Z",1.20648765563964,120.994163513183,2.82067433607637,M,10,24,212.982177734375,"Minahassa Peninsula, Sulawesi",BMKG
132,bmg2024hhok,"2024-04-13T17:58:51,895247Z",-0.135210663080215,123.262496948242,3.10939432346908,M,126,36,90.7713165283203,"Minahassa Peninsula, Sulawesi",BMKG
133,bmg2024hhoa,"2024-04-13T17:47:01,533131Z",2.53662919998168,126.939933776855,4.38322920608219,M,46,70,81.2980785369873,Northern Molucca Sea,BMKG
134,bmg2024hhnd,"2024-04-13T17:20:01,083285Z",-2.96557545661926,129.191360473632,4.41102238569739,M,10,70,31.4105377197265,"Seram, Indonesia",BMKG
135,bmg2024hhms,"2024-04-13T17:07:53,649698Z",2.19865632057189,126.726814270019,3.48631643476825,M,10,25,116.283584594726,Northern Molucca Sea,BMKG
136,bmg2024hhmf,"2024-04-13T16:52:47,489572Z",2.1881947517395,126.717620849609,3.06752546329911,M,10,15,157.081993103027,Northern Molucca Sea,BMKG
137,bmg2024hhlv,"2024-04-13T16:40:59,796226Z",2.16772937774658,126.637870788574,4.92149987962339,Mw(mB),63,272,50.8125419616699,Northern Molucca Sea,BMKG
138,bmg2024hhkn,"2024-04-13T16:01:33,636603Z",1.49117827415466,126.411155700683,3.80195865941132,M,21,36,63.4303483963012,Northern Molucca Sea,BMKG
139,bmg2024hhke,"2024-04-13T15:50:19,427233Z",1.30076611042022,126.160583496093,4.48341445610948,M,44,98,56.4080381393432,Northern Molucca Sea,BMKG
140,bmg2024hgro,"2024-04-13T06:26:38,122979Z",2.31645941734313,126.795440673828,5.025271965838,Mw(mB),69,249,29.7110023498535,Northern Molucca Sea,BMKG
141,bmg2024hgjl,"2024-04-13T02:20:42,978924Z",-2.84160232543945,129.45539855957,3.18296388950306,M,15,15,92.3861846923828,"Seram, Indonesia",BMKG
142,bmg2024hgim,"2024-04-13T01:51:12,612099Z",-2.78954076766967,129.447540283203,3.61088998206987,M,11,24,52.3971405029296,"Seram, Indonesia",BMKG
143,bmg2024hgil,"2024-04-13T01:49:31,434345Z",-2.80068445205688,129.465927124023,3.78844016489332,M,10,29,46.1944580078125,"Seram, Indonesia",BMKG
144,bmg2024hgia,"2024-04-13T01:37:18,412819Z",-2.81022572517395,129.443588256835,3.02277368172053,M,10,20,145.437339782714,"Seram, Indonesia",BMKG
145,bmg2024hghx,"2024-04-13T01:34:10,884624Z",1.90081596374511,127.138565063476,3.20760832196554,M,76,23,88.0109786987304,"Halmahera, Indonesia",BMKG
146,bmg2024hgfq,"2024-04-13T00:24:30,397894Z",-2.76694440841674,129.396514892578,4.25034140534702,M,11,41,41.3272705078125,"Seram, Indonesia",BMKG
147,bmg2024hgav,"2024-04-12T21:58:42,902105Z",2.81046986579895,127.233291625976,3.23548114995607,M,10,15,145.550910949707,Northern Molucca Sea,BMKG
148,bmg2024hgar,"2024-04-12T21:54:05,755622Z",-2.78031420707702,129.468460083007,3.57801180007104,M,15,27,54.7897109985351,"Seram, Indonesia",BMKG
149,bmg2024hfuf,"2024-04-12T18:38:45,749439Z",4.78043222427368,125.662406921386,3.92423580084647,M,159,20,231.782814025878,"Talaud Islands, Indonesia",BMKG
150,bmg2024hfrg,"2024-04-12T17:09:12,703019Z",-3.88727259635925,128.47264099121,4.03759676696958,M,10,41,135.93684387207,"Seram, Indonesia",BMKG
151,bmg2024hfhf,"2024-04-12T12:04:38,35738Z",0.234419286251068,119.864036560058,2.60208057203674,M,10,19,104.699172973632,"Minahassa Peninsula, Sulawesi",BMKG
152,bmg2024hffv,"2024-04-12T11:22:34,235673Z",-2.79983234405517,129.42626953125,3.67959530830618,M,14,31,54.2984313964843,"Seram, Indonesia",BMKG
153,bmg2024heyq,"2024-04-12T07:44:02,262132Z",0.796499073505401,122.102851867675,3.25938006032615,M,37,37,130.676284790039,"Minahassa Peninsula, Sulawesi",BMKG
154,bmg2024hewv,"2024-04-12T06:49:36,148067Z",0.458045125007629,122.087501525878,2.19125722766114,M,179,17,102.2900390625,"Minahassa Peninsula, Sulawesi",BMKG
155,bmg2024hesq,"2024-04-12T04:42:50,376222Z",-5.63042116165161,120.377059936523,1.7746998115933,M,25,12,108.98046875,"Sulawesi, Indonesia",BMKG
156,bmg2024hesm,"2024-04-12T04:37:52,766114Z",2.75767230987548,127.233207702636,3.29219959760316,M,10,14,142.40599822998,Northern Molucca Sea,BMKG
157,bmg2024hehn,"2024-04-11T23:05:44,443221Z",0.924745559692382,126.327438354492,3.48412027850453,M,11,30,84.1193122863769,Northern Molucca Sea,BMKG
158,bmg2024hdzq,"2024-04-11T19:06:43,175201Z",1.59018039703369,127.759460449218,2.84721587799335,M,10,14,152.293663024902,"Halmahera, Indonesia",BMKG
