No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Coun,Azimuth Ga,Location,Agency,lat,long
77,bmg2024bgny,2024/01/18 19:23:48.607,-1.086803555000000,121.497612000000004,2.470898521000000,MLv,10,21,104.160827600000005,"Sulawesi, Indonesia",BMKG,-1.087,121.498
78,bmg2024bgnq,2024/01/18 19:13:54.454,-1.069010019000000,121.503387500000002,3.689634793000000,MLv,10,62,46.619522089999997,"Sulawesi, Indonesia",BMKG,-1.069,121.503
79,bmg2024bgnm,2024/01/18 19:10:18.513,-1.054202199000000,121.502815200000001,2.927993558000000,MLv,10,39,68.507476810000000,"Sulawesi, Indonesia",BMKG,-1.054,121.503
80,bmg2024bgnd,2024/01/18 18:59:08.930,-1.078082085000000,121.508926399999993,2.210766855000000,MLv,10,19,114.311142000000004,"Sulawesi, Indonesia",BMKG,-1.078,121.509
81,bmg2024bgls,2024/01/18 18:16:12.119,-1.051297069000000,121.473434400000002,3.889974623000000,MLv,10,54,56.462371830000002,"Sulawesi, Indonesia",BMKG,-1.051,121.473
82,bmg2024bglr,2024/01/18 18:14:50.572,-1.113031983000000,121.504745499999999,2.514559417000000,MLv,10,19,111.435565900000000,"Sulawesi, Indonesia",BMKG,-1.113,121.505
83,bmg2024bglh,2024/01/18 18:03:00.881,-1.102617264000000,121.475479100000001,4.769209552000000,MLv,10,51,35.317070010000002,"Sulawesi, Indonesia",BMKG,-1.103,121.475
84,bmg2024bglb,2024/01/18 17:56:16.059,-1.096685290000000,121.475936899999994,2.599768530000000,M,10,11,101.142646799999994,"Sulawesi, Indonesia",BMKG,-1.097,121.476
85,bmg2024bgku,2024/01/18 17:48:25.128,-1.092921615000000,121.506812999999994,3.281185331000000,MLv,10,37,46.741409300000001,"Sulawesi, Indonesia",BMKG,-1.093,121.507
86,bmg2024bgkk,2024/01/18 17:36:18.613,-1.119667172000000,121.516815199999996,4.993473300000000,Mw(mB),10,207,31.807746890000001,"Sulawesi, Indonesia",BMKG,-1.120,121.517
87,bmg2024bghs,2024/01/18 16:14:59.675,-1.100901723000000,121.503585799999996,2.968282028000000,MLv,10,19,76.291542050000004,"Sulawesi, Indonesia",BMKG,-1.101,121.504
88,bmg2024bghr,2024/01/18 16:13:55.851,-1.090510368000000,121.498069799999996,3.336828301000000,MLv,10,55,47.654174800000000,"Sulawesi, Indonesia",BMKG,-1.091,121.498
89,bmg2024bghp,2024/01/18 16:11:21.213,-1.095477581000000,121.483192399999993,3.839805284000000,MLv,10,83,34.836936950000002,"Sulawesi, Indonesia",BMKG,-1.095,121.483
90,bmg2024bghl,2024/01/18 16:06:40.356,-1.098144531000000,121.493957499999993,4.529767089000000,MLv,10,118,31.577301030000001,"Sulawesi, Indonesia",BMKG,-1.098,121.494
91,bmg2024bghj,2024/01/18 16:04:19.388,-1.113484144000000,119.805885300000000,2.727671734000000,MLv,35,32,54.857147220000002,"Sulawesi, Indonesia",BMKG,-1.113,119.806
92,bmg2024bggw,2024/01/18 15:49:12.593,1.340712786000000,121.337463400000004,3.069934433000000,MLv,10,39,151.860794099999993,"Minahassa Peninsula, Sulawesi",BMKG,1.341,121.337
